name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Río Grande, Tierra del Fuego, Argentina",2021-02-17,16,6,11.3,16,4.5,10.7,8.2,82.5,0,0,0,,0,0,39.2,27.7,7.6,1000.1,76.2,17.7,225.2,19.2,7,,2021-02-17T06:32:17,2021-02-17T20:56:06,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-18,17.1,6.2,11.3,17.1,2,10.2,4.9,68.1,0.3,100,4.17,rain,0,0,61.2,40.7,245.6,998.5,65.5,19.7,214.2,18.5,7,,2021-02-18T06:34:20,2021-02-18T20:53:54,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-19,16,2,9.3,16,-1.4,7.6,3.6,69,0,0,0,,0,0,55.4,37.1,270.7,1007.2,62.7,14.9,164.7,14.3,5,,2021-02-19T06:36:21,2021-02-19T20:51:41,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-20,18,9,11.8,18,5.4,10.5,7.4,75.4,0.4,100,12.5,rain,0,0,63.4,48.2,291.9,1001.2,86.4,11,132.9,11.5,5,,2021-02-20T06:38:23,2021-02-20T20:49:26,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-02-21,11,6.1,7.8,11,2.2,5,3.7,76.4,0.3,100,4.17,rain,0,0,41.4,22.3,82.2,1004.2,99.5,14.9,76.2,6.6,3,,2021-02-21T06:40:24,2021-02-21T20:47:11,0.32,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-22,15.7,2,8.8,15.7,-1.9,7,3.7,72.6,0.1,100,4.17,rain,0,0,55.8,46.4,261.3,998.7,66.9,21.6,81.2,6.9,2,,2021-02-22T06:42:25,2021-02-22T20:44:55,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-23,17,4,9.5,17,-0.5,7.6,4.7,72.6,0,0,0,,0,0,76,55.4,263.6,999.9,78.9,20.1,105.6,9.2,3,,2021-02-23T06:44:25,2021-02-23T20:42:38,0.38,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-24,14,6.2,10.2,14,1.1,7.6,2.7,61.6,0,0,0,,0,0,96.5,66.6,253.3,994.3,13.4,12.7,251.5,21.9,7,,2021-02-24T06:46:25,2021-02-24T20:40:20,0.41,Clear,Clear conditions throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-25,15.7,6,10.3,15.7,1.4,8.3,2.2,59.5,0,0,0,,0,0,64.8,42.5,251.7,1002.3,25.8,22.4,214.2,18.5,6,,2021-02-25T06:48:25,2021-02-25T20:38:01,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-26,21,3.7,12.1,21,-0.1,10.9,6,68.8,0,0,0,,0,0,70.6,50,275,1010.4,43.6,21.8,223.7,19.2,7,,2021-02-26T06:50:24,2021-02-26T20:35:42,0.48,Partially cloudy,Clearing in the afternoon.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-27,20.1,6.2,12.7,20.1,3.6,11.8,8.1,74.9,0,0,0,,0,0,37.4,33.5,334.5,1007.4,10.7,23,246.9,21.2,7,,2021-02-27T06:52:23,2021-02-27T20:33:22,0.5,Clear,Clear conditions throughout the day.,clear-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-28,20.2,8.7,12.5,20.2,6.6,11.9,8.8,79.3,0.1,100,4.17,rain,0,0,50,38.9,341.2,999.7,72.6,20.7,135.2,11.7,5,,2021-02-28T06:54:21,2021-02-28T20:31:01,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-01,11.1,5,8.2,11.1,2.1,6.4,5.2,81.6,0.4,100,8.33,rain,0,0,31.7,22.3,31.9,1013.7,72.8,14.1,152,13.1,6,,2021-03-01T06:56:19,2021-03-01T20:28:40,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-02,17.1,1,8.8,17.1,-1.9,7.2,2.7,69.8,0,0,0,,0,0,57.6,35.3,301.5,1017.8,13.4,22.7,233.7,20.3,7,,2021-03-02T06:58:17,2021-03-02T20:26:18,0.62,Clear,Clear conditions throughout the day.,clear-day,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-03-03,17.9,1.9,9.2,17.9,-0.6,8.4,4.7,75.2,0,0,0,,0,0,30.6,35.3,298.7,1019.6,49.9,22.8,170.1,14.7,6,,2021-03-03T07:00:15,2021-03-03T20:23:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-04,19.7,2,10.9,19.7,-0.2,10,4.1,67.1,0,0,0,,0,0,48.2,35.3,288.4,1016.1,58.4,22.7,210.8,18.2,7,,2021-03-04T07:02:12,2021-03-04T20:21:32,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-03-05,19.2,9,13.5,19.2,7,13.4,7.4,68.2,0,0,0,,0,0,55.1,40.7,307.3,999.7,81.7,19.8,171.7,14.8,6,,2021-03-05T07:04:08,2021-03-05T20:19:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-06,17.1,6.9,12.3,17.1,3.4,11.8,7.5,75.6,2,100,8.33,rain,0,0,81.7,55.4,281.3,985.5,60.7,16.8,202,17.5,7,,2021-03-06T07:06:04,2021-03-06T20:16:45,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-07,12.7,4.1,9.7,12.7,-0.7,7.9,4.2,69.5,0,0,0,,0,0,66.6,42.5,289.1,989.4,61,21.6,140.4,12.2,6,,2021-03-07T07:08:00,2021-03-07T20:14:20,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-08,18.9,1.2,11,18.9,-4,9,4.1,64.3,0,0,0,,0,0,77.8,59.4,300.9,999.1,63.3,22.7,97.9,8.5,3,,2021-03-08T07:09:56,2021-03-08T20:11:55,0.83,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-03-09,17.2,8.9,13.2,17.2,7.8,13.1,8.6,74.1,0,0,0,,0,0,58,38.9,324.3,987.9,65.2,18.7,113,9.6,4,,2021-03-09T07:11:51,2021-03-09T20:09:30,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-10,14.7,7.7,10.3,14.7,2.8,8.5,3.1,63.3,0,0,0,,0,0,72.4,48.2,288.9,977.3,48.9,18.6,182.7,15.7,6,,2021-03-10T07:13:46,2021-03-10T20:07:05,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-11,11.7,2.2,8.2,11.7,-4,4.8,1.8,65.1,0,0,0,,0,0,94.7,70.6,278,983.1,53.9,15.5,160.3,13.9,6,,2021-03-11T07:15:40,2021-03-11T20:04:39,0.94,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-12,19.1,9,13.8,19.1,5.5,13.3,7,65.4,0,0,0,,0,0,96.5,70.6,283.7,992.4,63.9,18.2,147.6,12.7,6,,2021-03-12T07:17:34,2021-03-12T20:02:13,0.97,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-13,13.1,4.1,8.5,13.1,-0.5,5.6,-0.1,56.3,0,0,0,,0,0,76,55.4,265.6,1011.1,20,22.8,156.8,13.8,5,,2021-03-13T07:19:28,2021-03-13T19:59:47,0,Clear,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-14,11,-0.1,6.1,11,-4.1,4.9,2.7,79.4,0,0,0,,0,0,34.9,24.1,16.5,1015.7,86.7,17.8,133.6,11.7,5,,2021-03-14T07:21:22,2021-03-14T19:57:20,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-15,14,3.1,9.9,14,-2.9,8.4,4.4,72.3,0.5,100,4.17,rain,0,0,90.7,61.2,273.8,999,52.9,14.9,197.4,17,6,,2021-03-15T07:23:15,2021-03-15T19:54:54,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-16,11.2,0.9,6.1,11.2,-5.3,1.9,0.5,69.5,0,0,0,,0,0,70.6,46.4,261.2,1014.2,45.3,22.8,151.5,13,5,,2021-03-16T07:25:08,2021-03-16T19:52:27,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-17,13.7,8,11,13.7,3.3,9.7,5.4,69.3,0,0,0,,0,0,72.4,50,270.6,1013.2,89.6,21.8,118.7,10.4,5,,2021-03-17T07:27:01,2021-03-17T19:50:00,0.14,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-18,15.7,7.9,11.4,15.7,2.6,9.9,6.9,75.2,0,0,0,,0,0,72.4,50,279.8,998.5,43.2,21.6,110.1,9.5,4,,2021-03-18T07:28:53,2021-03-18T19:47:33,0.17,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
