name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Río Grande, Tierra del Fuego, Argentina",2021-01-13,19.0,2.0,10.7,19.0,-2.4,9.3,5.3,71.1,0.0,0,0.0,,0.0,0.0,55.4,37.1,276.8,1011.4,76.9,22.5,207.8,17.7,5,,2021-01-13T05:23:02,2021-01-13T21:55:27,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-14,18.6,9.0,11.7,18.6,5.6,11.2,8.4,81.2,0.4,100,4.17,rain,0.0,0.0,46.8,40.7,343.5,1009.3,87.5,19.4,183.4,15.5,5,,2021-01-14T05:24:45,2021-01-14T21:54:27,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-15,13.7,7.0,10.0,13.7,3.8,8.5,7.2,83.0,0.0,0,0.0,,0.0,0.0,34.9,29.5,9.6,1015.4,96.2,13.3,117.9,10.1,4,,2021-01-15T05:26:30,2021-01-15T21:53:23,0.08,Overcast,Cloudy skies throughout the day.,cloudy,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-16,18.7,9.7,12.8,18.7,6.7,12.3,9.8,83.3,0.1,100,4.17,rain,0.0,0.0,46.4,31.7,308.1,1011.5,93.6,14.1,196.3,17.0,5,,2021-01-16T05:28:16,2021-01-16T21:52:16,0.11,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-17,15.0,6.0,10.4,15.0,3.5,9.5,8.2,87.2,3.6,100,12.5,rain,0.0,0.0,68.4,53.6,292.7,1002.5,68.7,17.6,122.2,10.4,5,,2021-01-17T05:30:04,2021-01-17T21:51:06,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-18,16.9,8.0,12.0,16.9,4.0,10.9,6.1,67.9,0.0,0,0.0,,0.0,0.0,68.4,44.6,262.4,1000.1,53.9,23.3,230.8,19.8,6,,2021-01-18T05:31:54,2021-01-18T21:49:53,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-01-19,20.2,5.9,12.5,20.2,2.1,11.4,6.3,68.8,0.0,0,0.0,,0.0,0.0,50.0,40.7,299.5,1008.3,31.9,22.8,344.7,29.9,9,,2021-01-19T05:33:45,2021-01-19T21:48:38,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-20,20.0,10.2,14.3,20.0,10.2,14.3,7.6,68.6,0.0,0,0.0,,0.0,0.0,70.6,50.0,309.7,1002.2,60.9,16.7,295.3,25.5,8,,2021-01-20T05:35:37,2021-01-20T21:47:19,0.25,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-21,15.0,6.0,10.5,15.0,2.6,9.4,6.5,77.1,6.0,100,8.33,rain,0.0,0.0,58.7,40.7,307.7,1001.3,50.8,13.6,240.5,20.8,7,,2021-01-21T05:37:31,2021-01-21T21:45:58,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-22,16.9,3.0,10.9,16.9,-1.2,9.3,3.0,61.4,0.0,0,0.0,,0.0,0.0,59.4,38.9,278.3,1001.8,39.7,22.8,329.3,28.3,9,,2021-01-22T05:39:26,2021-01-22T21:44:34,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-23,18.2,3.7,11.0,18.2,-0.8,9.6,3.8,63.6,0.0,0,0.0,,0.0,0.0,81.7,63.0,296.2,1002.5,62.4,23.4,261.6,22.3,6,,2021-01-23T05:41:22,2021-01-23T21:43:07,0.33,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-24,15.1,7.9,12.1,15.1,4.1,11.8,6.4,69.1,2.0,100,4.17,rain,0.0,0.0,64.1,33.5,329.2,995.3,91.4,17.7,152.6,13.2,5,,2021-01-24T05:43:20,2021-01-24T21:41:38,0.37,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-25,14.2,2.0,8.7,14.2,-2.7,6.2,1.7,64.9,0.0,0,0.0,,0.0,0.0,66.6,48.2,280.5,987.5,35.1,22.2,311.4,26.8,9,,2021-01-25T05:45:18,2021-01-25T21:40:06,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-26,13.1,3.1,8.2,13.1,-0.6,5.4,0.9,61.9,0.0,0,0.0,,0.0,0.0,79.6,57.6,267.4,991.7,52.1,22.2,323.2,27.8,9,,2021-01-26T05:47:17,2021-01-26T21:38:32,0.43,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-27,12.2,1.7,7.0,12.2,-2.2,3.8,1.1,68.0,0.0,0,0.0,,0.0,0.0,68.4,46.4,267.1,996.1,73.0,22.7,239.1,20.7,6,,2021-01-27T05:49:17,2021-01-27T21:36:56,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-28,12.0,4.1,7.6,12.0,0.9,5.6,4.0,79.2,2.0,100,4.17,rain,0.0,0.0,47.5,20.5,242.1,992.9,93.9,17.8,230.7,19.9,7,,2021-01-28T05:51:17,2021-01-28T21:35:18,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-29,11.0,1.0,7.0,11.0,-2.8,4.8,-0.2,62.6,0.0,0,0.0,,0.0,0.0,44.6,25.6,217.6,1000.2,62.4,23.3,237.8,20.7,6,,2021-01-29T05:53:18,2021-01-29T21:33:37,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-01-30,18.7,0.0,10.2,18.7,-4.0,9.0,3.7,67.4,0.0,0,0.0,,0.0,0.0,55.4,42.5,246.5,1010.0,53.8,22.8,270.9,23.4,7,,2021-01-30T05:55:20,2021-01-30T21:31:54,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-01-31,17.7,6.7,12.1,17.7,2.4,10.8,5.2,64.5,0.0,0,0.0,,0.0,0.0,72.4,53.6,272.9,1006.5,66.7,22.4,271.1,23.2,8,,2021-01-31T05:57:22,2021-01-31T21:30:09,0.6,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-01,18.0,10.2,13.5,18.0,10.2,13.5,6.5,63.9,0.0,0,0.0,,0.0,0.0,87.1,66.6,275.5,998.6,73.4,23.2,147.3,12.7,4,,2021-02-01T05:59:25,2021-02-01T21:28:22,0.64,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-02-02,19.0,9.7,14.6,19.0,6.6,14.5,8.5,67.7,0.0,0,0.0,,0.0,0.0,76.0,55.4,276.6,1001.4,78.0,21.5,150.5,13.0,4,,2021-02-02T06:01:27,2021-02-02T21:26:33,0.67,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-03,20.0,11.0,14.7,20.0,11.0,14.7,6.2,58.4,0.0,0,0.0,,0.0,0.0,76.0,57.6,264.6,1008.5,75.0,23.0,246.8,21.5,8,,2021-02-03T06:03:31,2021-02-03T21:24:42,0.71,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-04,21.7,8.9,16.3,21.7,4.4,15.9,8.1,60.3,0.0,0,0.0,,0.0,0.0,92.5,68.4,272.7,1005.5,45.7,12.5,263.4,22.9,8,,2021-02-04T06:05:34,2021-02-04T21:22:50,0.75,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-05,16.7,5.7,10.9,16.7,1.4,9.1,4.3,65.5,0.0,0,0.0,,0.0,0.0,68.4,46.4,259.2,1012.5,33.9,23.0,289.6,25.1,8,,2021-02-05T06:07:38,2021-02-05T21:20:55,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-06,13.7,-0.1,7.9,13.7,-3.1,6.5,3.2,73.6,0.0,0,0.0,,0.0,0.0,40.7,25.9,347.1,1019.3,36.5,22.2,300.7,26.0,8,,2021-02-06T06:09:41,2021-02-06T21:18:59,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-07,21.2,4.0,13.0,21.2,1.6,12.1,5.6,64.7,0.0,0,0.0,,0.0,0.0,51.8,33.5,274.6,1017.9,53.5,21.9,302.5,26.1,8,,2021-02-07T06:11:45,2021-02-07T21:17:02,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-08,25.2,9.7,17.8,25.2,7.4,17.6,8.6,57.1,0.0,0,0.0,,0.0,0.0,42.8,33.5,277.0,1011.1,66.3,22.2,272.0,23.7,8,,2021-02-08T06:13:49,2021-02-08T21:15:02,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-09,19.7,9.0,14.6,19.7,6.8,14.2,9.9,74.6,0.0,0,0.0,,0.0,0.0,43.6,35.3,324.1,1016.9,34.0,22.2,269.3,23.2,8,,2021-02-09T06:15:53,2021-02-09T21:13:02,0.92,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-10,14.0,10.0,12.0,14.0,10.0,12.0,11.2,95.2,0.0,0,0.0,,0.0,0.0,30.2,22.3,61.0,1011.8,72.5,7.8,222.9,19.1,7,,2021-02-10T06:17:56,2021-02-10T21:10:59,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-11,18.0,9.0,13.2,18.0,5.1,12.9,10.5,85.4,2.3,100,33.33,rain,0.0,0.0,59.8,37.1,274.1,999.2,80.4,5.6,119.6,10.2,3,,2021-02-11T06:20:00,2021-02-11T21:08:56,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,SAWE
"Río Grande, Tierra del Fuego, Argentina",2021-02-12,16.0,6.0,10.6,16.0,1.5,9.1,6.1,74.5,0.0,0,0.0,,0.0,0.0,70.6,51.8,316.7,1008.8,74.2,10.0,241.0,20.7,7,,2021-02-12T06:22:03,2021-02-12T21:06:50,0.03,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-13,13.7,3.9,9.9,13.7,0.7,8.2,6.4,79.8,4.0,100,8.33,rain,0.0,0.0,59.4,35.3,290.3,1000.6,75.7,13.1,144.6,12.7,5,,2021-02-13T06:24:07,2021-02-13T21:04:44,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-14,14.0,2.7,8.4,14.0,-2.1,6.2,2.9,70.4,33.0,100,4.17,rain,0.0,0.0,61.2,40.7,276.1,1009.5,54.3,21.6,220.0,19.1,7,,2021-02-14T06:26:10,2021-02-14T21:02:36,0.09,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-15,19.0,8.0,12.0,19.0,4.5,10.6,6.3,69.3,0.0,0,0.0,,0.0,0.0,59.4,43.6,307.8,1010.7,76.4,21.4,228.9,19.7,7,,2021-02-15T06:28:12,2021-02-15T21:00:27,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-16,19.7,4.0,12.0,19.7,1.7,11.2,6.8,71.9,0.0,0,0.0,,0.0,0.0,39.2,33.5,325.2,1005.2,71.6,22.8,202.8,17.4,6,,2021-02-16T06:30:15,2021-02-16T20:58:17,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-17,16.0,6.0,11.3,16.0,4.5,10.7,8.2,82.5,0.0,0,0.0,,0.0,0.0,39.2,27.7,7.6,1000.1,76.2,17.7,225.2,19.2,7,,2021-02-17T06:32:17,2021-02-17T20:56:06,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-18,17.1,6.2,11.3,17.1,2.0,10.2,4.9,68.1,0.3,100,4.17,rain,0.0,0.0,61.2,40.7,245.6,998.5,65.5,19.7,214.2,18.5,7,,2021-02-18T06:34:20,2021-02-18T20:53:54,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-19,16.0,2.0,9.3,16.0,-1.4,7.6,3.6,69.0,0.0,0,0.0,,0.0,0.0,55.4,37.1,270.7,1007.2,62.7,14.9,164.7,14.3,5,,2021-02-19T06:36:21,2021-02-19T20:51:41,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-20,18.0,9.0,11.8,18.0,5.4,10.5,7.4,75.4,0.4,100,12.5,rain,0.0,0.0,63.4,48.2,291.9,1001.2,86.4,11.0,132.9,11.5,5,,2021-02-20T06:38:23,2021-02-20T20:49:26,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-02-21,11.0,6.1,7.8,11.0,2.2,5.0,3.7,76.4,0.3,100,4.17,rain,0.0,0.0,41.4,22.3,82.2,1004.2,99.5,14.9,76.2,6.6,3,,2021-02-21T06:40:24,2021-02-21T20:47:11,0.32,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-22,15.7,2.0,8.8,15.7,-1.9,7.0,3.7,72.6,0.1,100,4.17,rain,0.0,0.0,55.8,46.4,261.3,998.7,66.9,21.6,81.2,6.9,2,,2021-02-22T06:42:25,2021-02-22T20:44:55,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-23,17.0,4.0,9.5,17.0,-0.5,7.6,4.7,72.6,0.0,0,0.0,,0.0,0.0,76.0,55.4,263.6,999.9,78.9,20.1,105.6,9.2,3,,2021-02-23T06:44:25,2021-02-23T20:42:38,0.38,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-24,14.0,6.2,10.2,14.0,1.1,7.6,2.7,61.6,0.0,0,0.0,,0.0,0.0,96.5,66.6,253.3,994.3,13.4,12.7,251.5,21.9,7,,2021-02-24T06:46:25,2021-02-24T20:40:20,0.41,Clear,Clear conditions throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-25,15.7,6.0,10.3,15.7,1.4,8.3,2.2,59.5,0.0,0,0.0,,0.0,0.0,64.8,42.5,251.7,1002.3,25.8,22.4,214.2,18.5,6,,2021-02-25T06:48:25,2021-02-25T20:38:01,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-26,21.0,3.7,12.1,21.0,-0.1,10.9,6.0,68.8,0.0,0,0.0,,0.0,0.0,70.6,50.0,275.0,1010.4,43.6,21.8,223.7,19.2,7,,2021-02-26T06:50:24,2021-02-26T20:35:42,0.48,Partially cloudy,Clearing in the afternoon.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-27,20.1,6.2,12.7,20.1,3.6,11.8,8.1,74.9,0.0,0,0.0,,0.0,0.0,37.4,33.5,334.5,1007.4,10.7,23.0,246.9,21.2,7,,2021-02-27T06:52:23,2021-02-27T20:33:22,0.5,Clear,Clear conditions throughout the day.,clear-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-02-28,20.2,8.7,12.5,20.2,6.6,11.9,8.8,79.3,0.1,100,4.17,rain,0.0,0.0,50.0,38.9,341.2,999.7,72.6,20.7,135.2,11.7,5,,2021-02-28T06:54:21,2021-02-28T20:31:01,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-01,11.1,5.0,8.2,11.1,2.1,6.4,5.2,81.6,0.4,100,8.33,rain,0.0,0.0,31.7,22.3,31.9,1013.7,72.8,14.1,152.0,13.1,6,,2021-03-01T06:56:19,2021-03-01T20:28:40,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-02,17.1,1.0,8.8,17.1,-1.9,7.2,2.7,69.8,0.0,0,0.0,,0.0,0.0,57.6,35.3,301.5,1017.8,13.4,22.7,233.7,20.3,7,,2021-03-02T06:58:17,2021-03-02T20:26:18,0.62,Clear,Clear conditions throughout the day.,clear-day,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-03-03,17.9,1.9,9.2,17.9,-0.6,8.4,4.7,75.2,0.0,0,0.0,,0.0,0.0,30.6,35.3,298.7,1019.6,49.9,22.8,170.1,14.7,6,,2021-03-03T07:00:15,2021-03-03T20:23:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-04,19.7,2.0,10.9,19.7,-0.2,10.0,4.1,67.1,0.0,0,0.0,,0.0,0.0,48.2,35.3,288.4,1016.1,58.4,22.7,210.8,18.2,7,,2021-03-04T07:02:12,2021-03-04T20:21:32,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-03-05,19.2,9.0,13.5,19.2,7.0,13.4,7.4,68.2,0.0,0,0.0,,0.0,0.0,55.1,40.7,307.3,999.7,81.7,19.8,171.7,14.8,6,,2021-03-05T07:04:08,2021-03-05T20:19:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-06,17.1,6.9,12.3,17.1,3.4,11.8,7.5,75.6,2.0,100,8.33,rain,0.0,0.0,81.7,55.4,281.3,985.5,60.7,16.8,202.0,17.5,7,,2021-03-06T07:06:04,2021-03-06T20:16:45,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-07,12.7,4.1,9.7,12.7,-0.7,7.9,4.2,69.5,0.0,0,0.0,,0.0,0.0,66.6,42.5,289.1,989.4,61.0,21.6,140.4,12.2,6,,2021-03-07T07:08:00,2021-03-07T20:14:20,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-08,18.9,1.2,11.0,18.9,-4.0,9.0,4.1,64.3,0.0,0,0.0,,0.0,0.0,77.8,59.4,300.9,999.1,63.3,22.7,97.9,8.5,3,,2021-03-08T07:09:56,2021-03-08T20:11:55,0.83,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2021-03-09,17.2,8.9,13.2,17.2,7.8,13.1,8.6,74.1,0.0,0,0.0,,0.0,0.0,58.0,38.9,324.3,987.9,65.2,18.7,113.0,9.6,4,,2021-03-09T07:11:51,2021-03-09T20:09:30,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-10,14.7,7.7,10.3,14.7,2.8,8.5,3.1,63.3,0.0,0,0.0,,0.0,0.0,72.4,48.2,288.9,977.3,48.9,18.6,182.7,15.7,6,,2021-03-10T07:13:46,2021-03-10T20:07:05,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-11,11.7,2.2,8.2,11.7,-4.0,4.8,1.8,65.1,0.0,0,0.0,,0.0,0.0,94.7,70.6,278.0,983.1,53.9,15.5,160.3,13.9,6,,2021-03-11T07:15:40,2021-03-11T20:04:39,0.94,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-12,19.1,9.0,13.8,19.1,5.5,13.3,7.0,65.4,0.0,0,0.0,,0.0,0.0,96.5,70.6,283.7,992.4,63.9,18.2,147.6,12.7,6,,2021-03-12T07:17:34,2021-03-12T20:02:13,0.97,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2021-03-13,13.1,4.1,8.5,13.1,-0.5,5.6,-0.1,56.3,0.0,0,0.0,,0.0,0.0,76.0,55.4,265.6,1011.1,20.0,22.8,156.8,13.8,5,,2021-03-13T07:19:28,2021-03-13T19:59:47,0.0,Clear,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
