name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Río Grande, Tierra del Fuego, Argentina",2023-01-26,14.8,4,9.6,14.8,-1.2,7.2,-0.1,53,0,0,0,rain,0,0,79.6,55,275.7,991.1,51.8,15.5,276.3,23.8,7,10,2023-01-26T05:46:20,2023-01-26T21:39:20,0.16,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-01-27,17.9,4.2,10.9,17.9,-0.6,8.9,4.6,67,0,0,0,rain,0,0,64.8,50,286.4,998.4,71.7,18.2,128.9,11.1,5,10,2023-01-27T05:48:19,2023-01-27T21:37:44,0.19,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-01-28,20.5,9.1,14.9,20.5,6,14.7,5.2,56.7,3,100,4.17,rain,0,0,74.2,61.2,285.2,996,41.8,23,323.9,28.1,9,10,2023-01-28T05:50:19,2023-01-28T21:36:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-01-29,19.3,7,13.3,19.3,3,12.4,4,55.9,0,0,0,rain,0,0,74.2,50,281.9,999.6,57.9,21.3,244.1,20.9,7,10,2023-01-29T05:52:20,2023-01-29T21:34:27,0.26,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-01-30,15.4,7,11.2,15.4,3.5,9.9,1.8,55.5,0,0,0,,0,0,65.2,51.5,259.6,1002.8,63.1,22.2,292.7,25.5,8,10,2023-01-30T05:54:22,2023-01-30T21:32:45,0.29,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-01-31,17.1,6,11.7,17.1,1.8,10.3,3.4,58.3,0,0,0,,0,0,74.2,53.6,285.6,1010.5,81.1,21.6,194.3,16.6,6,10,2023-01-31T05:56:24,2023-01-31T21:31:01,0.33,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-01,19.4,12,15.3,19.4,12,15.3,5.7,53.3,0,0,0,,0,0,70.6,48.7,282.6,1008.2,80.8,22.2,184.4,15.9,7,10,2023-02-01T05:58:26,2023-02-01T21:29:15,0.36,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-02,22.2,11,15.7,22.2,11,15.7,7.7,61,0,0,0,,0,0,50,40.7,297.1,1010,57.1,23,245.7,21.3,7,10,2023-02-02T06:00:29,2023-02-02T21:27:27,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2023-02-03,22.5,7.2,15.4,22.5,4.4,15.2,5.5,53.8,0,0,0,rain,0,0,92.5,72.8,285,1006.2,50.4,17.4,192.5,16.7,7,10,2023-02-03T06:02:32,2023-02-03T21:25:37,0.43,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-04,14.2,7,10.3,14.2,3.4,8.7,4.4,69.6,1.1,100,4.17,rain,0,0,58.3,44.9,302.3,1002,63.7,15.9,129.2,11.1,5,10,2023-02-04T06:04:35,2023-02-04T21:23:46,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-05,13.8,5.9,10.2,13.8,1.8,8.2,1.8,58.4,6,100,4.17,rain,0,0,113,87.9,263.1,990.9,21.4,22.2,321.5,27.6,9,10,2023-02-05T06:06:39,2023-02-05T21:21:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-06,19,6,13.1,19,1.6,11.7,4.9,58.8,0,0,0,rain,0,0,74.2,55.4,282.9,998.9,80.5,21.6,158.6,13.7,5,10,2023-02-06T06:08:42,2023-02-06T21:19:57,0.53,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-07,18.7,6,12.5,18.7,1.4,11.1,3.4,57.3,0.5,100,4.17,rain,0,0,50,48.7,275.4,1004.3,53.8,22.7,263.6,22.7,8,10,2023-02-07T06:10:46,2023-02-07T21:18:00,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-08,17.7,11,13.3,17.7,11,13.3,9.6,78.9,0,0,0,rain,0,0,59.4,42,339,994.8,77.6,16.5,171.1,14.6,6,10,2023-02-08T06:12:50,2023-02-08T21:16:01,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-09,17.5,6,12.2,17.5,2.7,11.5,3.9,59.1,0,0,0,rain,0,0,50.8,45.4,299.6,994.9,51.5,22.2,282.7,24.6,8,10,2023-02-09T06:14:53,2023-02-09T21:14:01,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-10,12.7,3.8,8.9,12.7,-0.2,7.6,6.3,83.9,2,100,4.17,rain,0,0,63,36.1,338.6,992.2,71,21.8,180.1,15.6,5,10,2023-02-10T06:16:57,2023-02-10T21:12:00,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-11,14.6,2,9,14.6,-1.2,7.4,4,72.8,0,0,0,rain,0,0,59,41.8,315.7,991.1,65.6,22.2,263.8,22.7,8,10,2023-02-11T06:19:01,2023-02-11T21:09:57,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-12,14.5,3.7,9.4,14.5,-0.6,8.1,1.8,63.4,0.2,100,4.17,rain,0,0,59.4,42,267.5,989.7,45.5,22.2,282.4,24.4,8,10,2023-02-12T06:21:04,2023-02-12T21:07:52,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-13,12.6,0,7.7,12.6,-4.6,6,2.6,71.8,0.5,100,4.17,rain,0,0,48.2,31.7,322,988.7,68.6,22,187.2,16.1,5,10,2023-02-13T06:23:08,2023-02-13T21:05:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-14,11.6,2.1,7,11.6,-1.9,4.1,1.4,70.2,0,0,0,rain,0,0,55.4,37.4,247.6,992.8,74,21.7,235.3,20.5,7,10,2023-02-14T06:25:11,2023-02-14T21:03:40,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-15,10.8,0,5.2,10.8,-5.8,1.2,-1.5,63.9,0,0,0,rain,0,0,55.4,37.1,221.2,1000.2,64.5,22.8,242.5,20.8,8,10,2023-02-15T06:27:14,2023-02-15T21:01:31,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-16,11.7,-2,5.7,11.7,-6.7,2.7,-1.1,64.2,0,0,0,,0,0,45.7,28.2,259.4,1018.6,31.6,22.2,249.3,21.7,7,10,2023-02-16T06:29:17,2023-02-16T20:59:22,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-17,17.5,5.5,10.2,17.5,2.1,8.4,2.6,61.1,0,0,0,rain,0,0,51.8,33.5,281.7,1015.8,76.2,22.5,125.7,10.8,4,10,2023-02-17T06:31:19,2023-02-17T20:57:11,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-18,15.7,3,9.8,15.7,-1.7,7.9,1.6,59.2,0,0,0,rain,0,0,44.6,29.5,253.1,1007.3,68.7,22.8,236.3,20.6,8,10,2023-02-18T06:33:21,2023-02-18T20:54:59,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-19,13.4,4.5,9.1,13.4,1.1,7.2,0.1,55.7,0.3,100,4.17,rain,0,0,56.2,50,261.3,1003.9,75.5,22,248.7,21.4,7,10,2023-02-19T06:35:23,2023-02-19T20:52:46,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-20,16.5,2.9,9.6,16.5,-1.9,7.8,4.8,73.5,0,0,0,rain,0,0,64.1,48.2,308.2,1000.7,92.3,20.1,111.5,9.6,3,10,2023-02-20T06:37:25,2023-02-20T20:50:33,0,Overcast,Cloudy skies throughout the day.,cloudy,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-21,16.8,6.1,13,16.8,2,12.7,2.8,53.6,0,0,0,,0,0,72.7,65.6,289.6,992,56,22.8,199.8,17.4,8,10,2023-02-21T06:39:26,2023-02-21T20:48:18,0.04,Partially cloudy,Clearing in the afternoon.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-22,12.7,4.1,8.7,12.7,-1.3,6.2,-0.6,53.9,0.3,100,4.17,rain,0,0,83.5,55,278.7,993.7,47.6,21.1,207.8,18,7,10,2023-02-22T06:41:27,2023-02-22T20:46:02,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-23,12.6,1.1,7.2,12.6,-4.8,4.2,-0.3,62,0,0,0,rain,0,0,81.7,61.2,279.5,1000.1,42.5,21.8,178.8,15.4,7,10,2023-02-23T06:43:28,2023-02-23T20:43:45,0.11,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-24,16.8,4.5,10.5,16.8,1.9,9.4,6.1,77.1,6.6,100,8.33,rain,0,0,57.2,42,299,988.8,68.6,16.2,206,17.8,7,10,2023-02-24T06:45:28,2023-02-24T20:41:28,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-25,13.8,6,10,13.8,2,7.8,1.9,57.8,0,0,0,rain,0,0,78.8,55.4,274.5,985.6,61.2,22.2,204.2,17.5,6,10,2023-02-25T06:47:28,2023-02-25T20:39:10,0.17,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-26,15,4.7,9.1,15,1,7.6,5.7,80.2,2,100,4.17,rain,0,0,60.8,39.4,301,994.1,83.6,18.8,72.5,6.2,3,10,2023-02-26T06:49:27,2023-02-26T20:36:51,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-27,16.6,9.2,12.6,16.6,7,12.5,4.5,59.9,0,0,0,rain,0,0,96.8,68.4,276.3,988.7,63.7,22.6,192.5,16.4,7,10,2023-02-27T06:51:26,2023-02-27T20:34:31,0.25,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-02-28,14.7,5.7,10.4,14.7,1.4,9.1,4.7,69.2,0,0,0,rain,0,0,96.5,75.8,290.3,989.6,61.3,19.6,198,17.3,7,10,2023-02-28T06:53:25,2023-02-28T20:32:10,0.27,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-01,12.5,3,7,12.5,-2,2.5,0.4,64.3,0,0,0,rain,0,0,74.5,58.9,282.7,989.2,43.7,22.2,219.4,19,7,10,2023-03-01T06:55:23,2023-03-01T20:29:49,0.31,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-02,13,1,6.5,13,-4,2.8,2.8,77.7,0.7,100,4.17,rain,0,0,78.5,51.8,301,985.5,50.4,16.5,119,10.2,4,10,2023-03-02T06:57:21,2023-03-02T20:27:28,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-03,11,0,6.3,11,-4.3,2.3,-0.5,64.1,0,0,0,rain,0,0,80.3,63,273.7,984.4,32.3,15.5,203.7,17.6,6,10,2023-03-03T06:59:19,2023-03-03T20:25:05,0.37,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-04,11.5,0.6,6,11.5,-3.5,2.4,-1.5,61.9,0,0,0,rain,0,0,62.3,41.8,266.2,998.8,34.1,22.2,229.5,19.7,7,10,2023-03-04T07:01:16,2023-03-04T20:22:43,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-05,11,-4.6,3.8,11,-8.3,0.4,1.9,88,9,100,8.33,rain,0,0,57.6,40.2,338.6,992.5,58.5,17,60.4,5.1,2,10,2023-03-05T07:03:13,2023-03-05T20:20:19,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-06,13.1,2.9,7.3,13.1,-2.4,4.5,2.9,75.1,0,0,0,,0,0,61.9,41.5,301.7,986.2,55.3,21.6,188,16.2,6,10,2023-03-06T07:05:09,2023-03-06T20:17:55,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-07,13.6,2,7.6,13.6,-3.7,4.7,2,69.1,0,0,0,rain,0,0,76,50,310.6,994.3,46.5,22.3,159.9,13.7,5,10,2023-03-07T07:07:05,2023-03-07T20:15:31,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-08,10.6,-1,5.5,10.6,-4.3,2.7,1.4,75.9,0,0,0,rain,0,0,48.2,37.6,294,1000.4,54.8,21.9,166.7,14.4,5,10,2023-03-08T07:09:01,2023-03-08T20:13:07,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-09,12,-2,6.2,12,-6.8,4.3,2.4,78.1,0,0,0,,0,0,65.9,41.5,331.1,998.9,80.7,22.2,169.7,14.8,5,10,2023-03-09T07:10:56,2023-03-09T20:10:42,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-10,16.9,4.6,11.1,16.9,2,9.9,3.3,61.3,0,0,0,rain,0,0,70.6,55.4,303.9,989.7,76.4,22.8,99.5,8.6,4,10,2023-03-10T07:12:51,2023-03-10T20:08:16,0.61,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-11,13.7,-1.6,6.8,13.7,-7,3.6,0.6,67.5,0,0,0,,0,0,59,46.4,323,993.9,20.6,22.8,193.5,16.9,6,10,2023-03-11T07:14:46,2023-03-11T20:05:51,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-12,16.9,4,10.4,16.9,0.9,8.9,3.9,67,0,0,0,,0,0,65.9,59.4,308,991.7,69,23.4,174.5,15.2,6,10,2023-03-12T07:16:40,2023-03-12T20:03:25,0.68,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-13,13.2,2.7,8.5,13.2,-2.3,6,-1.1,53.2,0,0,0,rain,0,0,61.2,35.8,271.8,1000.6,55.3,22.8,197.3,17,6,10,2023-03-13T07:18:34,2023-03-13T20:00:58,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-14,12.6,2.9,7.6,12.6,-2.8,4.9,4,78.5,0,0,0,rain,0,0,77.4,64.8,253.3,989.2,78.7,18,73.7,6.2,3,10,2023-03-14T07:20:28,2023-03-14T19:58:32,0.75,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-15,11.8,-1.9,6.2,11.8,-5.2,3.9,0.3,68.3,0,0,0,,0,0,51.5,37.9,332,1002.9,46.4,22.4,198.6,17,6,10,2023-03-15T07:22:22,2023-03-15T19:56:06,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-16,11.2,4.2,7.9,11.2,-0.8,4.1,0.8,63.1,0,0,0,rain,0,0,68.8,50,279.5,998.1,58.4,22.2,174,15.1,6,10,2023-03-16T07:24:15,2023-03-16T19:53:39,0.82,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-17,12.9,2.1,7.1,12.9,-2.2,4,1.2,68.6,0,0,0,,0,0,58.3,43.8,265.1,1005.6,47.1,21.7,147.9,13,6,10,2023-03-17T07:26:07,2023-03-17T19:51:12,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
